"","Age","Country","TRAD_F_1","TRAD_F_2","TRAD_F_3","TRAD_F_4","TRAD_F_5","TRAD_F_6","TRAD_F_7","TRAD_F_8","TRAD_F_9","TRAD_F_10","TRAD_F_11","TRAD_F_12","TRAD_M_13","TRAD_M_14","TRAD_M_15","TRAD_M_16","TRAD_M_17","TRAD_M_18","SEX_BIN","ATG1R","ATG2R","ATG3R","ATG4R","ATG5R","ATL1R","ATL2R","ATL3R","ATL4R","ATL5R","SSM","SSP","CONTBIN","ATTGL","GRTRAD","REL_1rec","REL_2rec","RELIGIOSITY_NEW","ATT_GAY","ATT_LESB","ATT_GL","Numb_Contacts","Meanqual","RELIGIOSITY","Contact2"
"8626",19,"Belgium",4,1,1,1,4,1,5,3,6,3,3,4,4,3,4,3,2,3,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,3.13333333333333,2,3,1.7,3.6,3.6,3.6,5,5,1.7,12.5
"8627",21,"Belgium",4,5,1,3,4,2,5,2,3,1,3,3,2,6,3,2,3,3,"Female",1,2,1,2,1,1,2,1,2,1,1,1,"Contact",1.4,3.13333333333333,5,5,4.4,1.4,1.4,1.4,1,4,4.4,1.5
"8628",20,"Belgium",4,2,3,1,4,1,4,1,3,1,2,1,4,4,3,4,2,1,"Female",3,4,3,3,3,3,4,2,3,3,5,5,"Contact",3.1,2.73333333333333,3,3,2.2,3.2,3,3.1,3,4,2.2,4.5
"8629",20,"Belgium",4,3,2,2,5,3,5,3,6,3,5,3,3,4,3,3,3,4,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,3.6,2,2,1.1,3.6,3.6,3.6,7,3.5,1.1,7
"8630",32,"Belgium",1,4,1,1,5,2,4,3,4,4,1,4,6,6,4,5,4,5,"Female",4,4,3,4,3,4,4,3,4,3,6,6,"Contact",3.6,3.46666666666667,2,2,1.1,3.6,3.6,3.6,12,4,1.1,18
"8631",50,"Belgium",4,5,1,2,4,3,2,3,2,1,1,1,4,3,2,2,1,1,"Female",3,3,1,4,4,3,3,1,4,4,5,1,"Contact",3,2.46666666666667,3,6,4,3,3,3,5,4,4,7.5
"8632",45,"Belgium",4,4,1,1,4,1,4,2,2,2,NA,4,1,2,1,1,1,1,"Female",4,4,NA,4,4,4,4,NA,4,4,5,5,"Contact",4,2.28571428571429,3,3,2.2,4,4,4,13,5,2.2,32.5
"8633",28,"Belgium",2,1,1,1,2,1,4,3,4,3,1,1,3,3,2,3,1,3,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.13333333333333,3,4,2.8,3.8,3.8,3.8,8,4,2.8,12
"8634",49,"Belgium",4,1,1,1,4,1,NA,4,4,2,3,3,4,4,1,1,1,4,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,2.42857142857143,3,2,1.6,3.8,3.8,3.8,4,4,1.6,6
"8635",18,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,1,2,1.7,-0.5
"8636",23,"Belgium",4,3,2,1,4,2,4,4,4,3,3,3,5,5,4,4,4,4,"Female",3,3,3,3,4,3,3,3,3,4,5,5,"Contact",3.2,3.4,2,3,1.7,3.2,3.2,3.2,3,2,1.7,-1.5
"8637",37,"Belgium",1,2,1,1,4,2,3,3,2,1,1,2,4,3,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.33333333333333,3,2,1.6,4,4,4,6,4,1.6,9
"8638",19,"Belgium",4,4,1,1,6,1,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Female",4,4,2,4,4,4,4,3,4,4,5,2,"Contact",3.7,3.22222222222222,2,2,1.1,3.6,3.8,3.7,3,3.5,1.1,3
"8639",35,"Belgium",5,6,2,1,5,1,4,5,4,4,NA,5,NA,4,NA,2,NA,NA,"Female",4,4,3,4,4,4,4,3,4,4,5,4,"Contact",3.8,3.58333333333333,4,3,2.7,3.8,3.8,3.8,6,4,2.7,9
"8640",21,"Belgium",5,4,1,2,5,1,4,5,3,4,4,4,5,5,1,3,4,3,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,3.4,2,2,1.1,3.8,3.8,3.8,2,4.5,1.1,4
"8641",23,"Belgium",4,3,2,2,4,2,4,4,4,4,3,3,4,4,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,3.26666666666667,2,2,1.1,3.8,3.8,3.8,4,5.5,1.1,12
"8642",20,"Belgium",4,4,1,2,6,4,4,4,5,3,3,3,5,4,4,NA,4,4,"Female",3,3,3,3,4,3,3,3,3,4,5,4,"Contact",3.2,3.71428571428571,3,4,2.8,3.2,3.2,3.2,2,4,2.8,3
"8643",27,"Belgium",5,5,2,1,6,2,6,3,5,3,2,3,4,3,3,2,2,2,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,3.46666666666667,3,3,2.2,3.8,3.8,3.8,4,5,2.2,10
"8644",20,"Belgium",2,1,1,1,4,1,2,4,4,2,1,1,1,5,3,4,4,1,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.2,2,2,1.1,4,4,4,9,5,1.1,22.5
"8645",20,"Belgium",4,1,1,1,5,2,4,2,3,2,2,3,4,5,1,3,2,2,"Female",4,4,4,4,4,4,4,4,4,4,6,4,"Contact",4,2.73333333333333,3,3,2.2,4,4,4,5,4,2.2,7.5
"8646",19,"Belgium",4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,"Female",4,4,2,4,4,4,4,1,4,4,5,5,"Contact",3.5,3.53333333333333,3,3,2.2,3.6,3.4,3.5,5,4,2.2,7.5
"8647",20,"Belgium",6,3,2,1,6,1,3,2,2,2,2,2,3,4,3,3,3,3,"Female",3,2,2,3,3,3,2,2,3,3,5,2,"Contact",2.6,2.86666666666667,2,2,1.1,2.6,2.6,2.6,3,3,1.1,1.5
"8648",49,"Belgium",1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,5,4,"Contact",3.8,1,6,5,4.9,3.8,3.8,3.8,6,4,4.9,9
"8649",27,"Belgium",6,4,1,1,6,2,6,4,5,4,2,2,3,4,3,3,3,3,"Female",4,4,4,4,4,4,4,4,4,4,5,4,"Contact",4,3.46666666666667,2,3,1.7,4,4,4,2,4,1.7,3
"8650",25,"Belgium",6,6,4,3,6,3,4,4,3,4,3,3,4,3,NA,4,3,4,"Female",3,3,2,3,3,2,3,3,3,2,5,5,"Contact",2.7,4,3,3,2.2,2.8,2.6,2.7,3,4,2.2,4.5
"8651",31,"Belgium",5,4,2,1,2,1,6,4,5,5,1,3,5,5,4,3,4,4,"Female",4,4,2,4,4,4,4,3,4,4,6,5,"Contact",3.7,3.46666666666667,2,2,1.1,3.6,3.8,3.7,6,4,1.1,9
"8652",NA,"Belgium",4,4,1,1,4,3,4,4,4,3,1,3,NA,NA,NA,NA,NA,NA,"Female",4,4,3,3,3,4,4,3,3,3,5,5,"Contact",3.4,2.90909090909091,3,4,2.8,3.4,3.4,3.4,8,4,2.8,12
"8653",25,"Belgium",6,4,5,2,6,3,4,3,6,5,4,4,4,6,4,3,4,3,"Female",4,4,1,4,1,4,4,1,4,1,5,5,"Contact",2.8,4.4,3,4,2.8,2.8,2.8,2.8,2,4,2.8,3
"8654",25,"Belgium",4,1,1,4,4,1,6,4,5,1,NA,1,4,1,1,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,2.71428571428571,2,2,1.1,3.8,3.8,3.8,13,4.66666666666667,1.1,28.1666666666667
"8655",48,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,8,3,1.7,4
"8656",16,"Belgium",5,5,2,1,6,3,4,4,6,4,2,4,2,2,2,2,1,1,"Female",4,4,4,4,3,4,4,4,4,3,6,5,"Contact",3.8,3.33333333333333,2,2,1.1,3.8,3.8,3.8,6,4,1.1,9
"8657",44,"Belgium",3,4,1,1,6,2,2,2,3,2,1,4,1,2,2,1,2,2,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.33333333333333,2,3,1.7,3.8,3.8,3.8,4,3.66666666666667,1.7,4.66666666666667
"8658",30,"Belgium",NA,2,1,1,3,1,2,1,1,1,1,1,4,1,1,1,1,1,"Female",4,4,4,4,3,4,4,4,4,3,6,6,"Contact",3.8,1.5,2,3,1.7,3.8,3.8,3.8,2,4.5,1.7,4
"8659",28,"Belgium",4,1,1,1,4,1,2,5,4,5,1,4,4,4,2,3,4,3,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.73333333333333,3,4,2.8,3.6,3.6,3.6,3,4,2.8,4.5
"8660",41,"Belgium",1,2,1,1,2,1,4,3,4,3,1,3,4,4,1,3,2,2,"Female",4,4,3,4,4,4,4,2,4,4,5,5,"Contact",3.7,2.33333333333333,2,3,1.7,3.8,3.6,3.7,5,3,1.7,2.5
"8661",41,"Belgium",6,5,1,3,6,3,4,3,4,4,4,3,4,4,3,3,3,3,"Female",3,4,3,4,3,3,4,3,4,3,4,4,"Contact",3.4,3.8,3,4,2.8,3.4,3.4,3.4,8,3.5,2.8,8
"8662",33,"Belgium",1,4,1,1,6,1,6,5,6,2,2,5,1,1,1,NA,2,1,"Female",4,4,3,4,4,4,4,4,4,4,5,4,"Contact",3.9,2.71428571428571,5,5,4.4,3.8,4,3.9,6,5,4.4,15
"8663",28,"Belgium",4,2,1,1,3,1,2,2,3,4,1,2,5,2,1,1,2,2,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.2,3,2,1.6,4,4,4,8,4.5,1.6,16
"8664",59,"Belgium",3,4,2,2,4,3,5,5,4,4,3,4,4,4,3,3,3,3,"Female",3,3,3,3,3,4,4,3,4,3,5,5,"Contact",3.3,3.46666666666667,3,3,2.2,3,3.6,3.3,7,4.33333333333333,2.2,12.8333333333333
"8665",29,"Belgium",6,4,2,3,6,2,5,4,4,3,3,4,4,4,3,3,4,4,"Female",4,4,2,4,4,4,4,3,4,4,5,4,"Contact",3.7,3.73333333333333,3,4,2.8,3.6,3.8,3.7,3,NA,2.8,NA
"8666",50,"Belgium",6,2,1,1,6,1,4,5,4,1,1,4,3,3,3,3,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.86666666666667,2,2,1.1,4,4,4,9,3.5,1.1,9
"8667",32,"Belgium",3,2,1,1,3,2,4,2,2,1,1,2,2,3,1,1,2,1,"Female",4,4,2,4,3,4,4,3,4,4,5,4,"Contact",3.6,1.93333333333333,3,2,1.6,3.4,3.8,3.6,6,4.5,1.6,12
"8668",32,"Belgium",1,4,1,1,6,1,4,3,5,1,3,NA,1,1,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.21428571428571,3,3,2.2,3.8,3.8,3.8,2,4,2.2,3
"8669",25,"Belgium",3,3,1,1,4,4,6,3,4,4,3,4,3,3,3,3,3,3,"Female",3,2,2,2,3,4,3,3,3,3,6,5,"Contact",2.8,3.26666666666667,3,2,1.6,2.4,3.2,2.8,7,4,1.6,10.5
"8670",34,"Belgium",4,2,1,1,6,1,5,2,4,4,1,2,4,4,1,2,3,3,"Female",4,4,2,4,4,4,4,3,4,4,5,5,"Contact",3.7,2.8,2,2,1.1,3.6,3.8,3.7,8,3.33333333333333,1.1,6.66666666666667
"8671",NA,"Belgium",6,3,2,1,6,1,4,4,4,6,6,6,1,1,1,1,1,1,"Female",3,3,2,3,3,3,3,2,3,3,3,1,"Contact",2.8,3.26666666666667,5,4,3.8,2.8,2.8,2.8,11,3,3.8,5.5
"8672",34,"Belgium",1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,1.66666666666667,3,2,1.6,3.6,3.6,3.6,6,5,1.6,15
"8673",50,"Belgium",2,2,2,2,4,2,NA,4,NA,NA,1,NA,NA,3,2,NA,2,NA,"Female",3,4,2,4,4,3,4,2,4,4,5,5,"Contact",3.4,2.22222222222222,3,NA,2,3.4,3.4,3.4,2,NA,2,NA
"8674",44,"Belgium",2,3,1,3,6,2,4,3,1,1,4,1,3,3,1,1,1,2,"Female",4,4,1,4,3,4,4,1,4,3,2,4,"Contact",3.2,2.4,6,5,4.9,3.2,3.2,3.2,11,4.5,4.9,22
"8675",25,"Belgium",1,3,1,1,4,1,3,2,4,3,1,2,NA,NA,NA,NA,NA,NA,"Female",3,4,3,3,3,4,4,3,3,3,6,5,"Contact",3.3,2.18181818181818,2,3,1.7,3.2,3.4,3.3,3,NA,1.7,NA
"8676",23,"Belgium",2,3,2,2,4,3,3,3,4,4,1,4,4,4,3,2,2,3,"Female",4,4,2,4,1,4,4,2,4,1,6,6,"Contact",3,3,2,2,1.1,3,3,3,3,2.5,1.1,0
"8677",34,"Belgium",3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,"Female",4,4,1,4,3,4,4,1,4,3,6,6,"Contact",3.2,1.26666666666667,3,2,1.6,3.2,3.2,3.2,6,4,1.6,9
"8678",24,"Belgium",2,3,2,2,4,3,4,3,4,3,2,2,3,3,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,2.86666666666667,2,4,2.3,3.8,3.8,3.8,10,3.66666666666667,2.3,11.6666666666667
"8679",34,"Belgium",4,4,3,3,4,1,4,3,4,4,2,2,4,4,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3,3,3,2.2,4,4,4,12,5,2.2,30
"8680",57,"Belgium",6,5,1,1,6,1,3,1,4,1,1,1,3,3,3,3,3,3,"Female",3,3,3,3,3,3,3,3,3,3,4,4,"Contact",3,2.8,3,2,1.6,3,3,3,7,4.5,1.6,14
"8681",44,"Belgium",4,4,3,1,6,3,4,2,4,2,5,4,3,3,1,2,1,1,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,3.26666666666667,3,3,2.2,3.6,3.6,3.6,2,3.5,2.2,2
"8682",36,"Belgium",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,3,4,3,4,4,3,NA,3,6,6,"Contact",3.55555555555556,1,3,3,2.2,3.6,3.5,3.55,9,5,2.2,22.5
"8683",28,"Belgium",4,5,4,3,4,3,4,5,3,4,3,3,5,4,3,3,3,3,"Female",4,4,2,4,3,4,4,2,4,4,4,3,"Contact",3.5,3.66666666666667,3,2,1.6,3.4,3.6,3.5,3,3.5,1.6,3
"8684",41,"Belgium",1,1,1,5,4,NA,6,1,5,1,NA,2,5,5,1,1,5,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.92307692307692,3,2,1.6,4,4,4,5,4,1.6,7.5
"8685",39,"Belgium",4,3,1,1,4,1,4,2,1,2,1,1,4,4,4,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,2.6,2,2,1.1,3.8,3.8,3.8,5,3.5,1.1,5
"8686",20,"Belgium",5,4,2,1,4,3,4,3,3,3,4,3,4,4,NA,4,3,4,"Female",4,4,NA,4,4,4,4,NA,4,4,6,6,"Contact",4,3.42857142857143,3,3,2.2,4,4,4,2,4,2.2,3
"8687",71,"Belgium",4,3,1,1,4,1,4,1,4,1,5,3,4,3,3,3,3,1,"Female",2,4,NA,4,4,4,4,4,4,4,5,4,"Contact",3.77777777777778,2.93333333333333,2,2,1.1,3.5,4,3.75,2,3,1.1,1
"8688",23,"Belgium",6,1,4,1,6,1,5,4,5,3,1,3,3,3,3,3,3,3,"Female",4,3,3,2,4,4,4,3,3,4,5,4,"Contact",3.4,3.2,3,2,1.6,3.2,3.6,3.4,12,4,1.6,18
"8689",20,"Belgium",1,1,1,1,2,1,2,1,2,1,1,1,4,4,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2,2,2,1.1,4,4,4,2,3,1.1,1
"8690",20,"Belgium",5,2,2,1,4,2,3,3,4,3,2,3,5,6,4,3,5,4,"Female",3,2,2,3,3,3,3,2,3,3,5,2,"Contact",2.7,3.26666666666667,2,2,1.1,2.6,2.8,2.7,4,3,1.1,2
"8691",21,"Belgium",3,2,2,1,3,2,3,4,4,3,1,2,4,4,3,3,4,4,"Female",3,3,2,3,3,3,3,2,3,3,5,5,"Contact",2.8,2.66666666666667,3,2,1.6,2.8,2.8,2.8,1,4,1.6,1.5
"8692",20,"Belgium",3,4,1,1,4,4,5,4,5,3,2,3,3,4,3,2,3,2,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,3.13333333333333,2,2,1.1,3.8,3.8,3.8,2,3,1.1,1
"8693",NA,"Belgium",6,5,1,1,6,2,4,5,5,3,4,3,2,4,3,3,3,3,"Female",4,4,3,4,3,4,4,3,4,3,6,2,"Contact",3.6,3.46666666666667,2,4,2.3,3.6,3.6,3.6,3,3.5,2.3,3
"8694",20,"Belgium",1,1,1,1,4,1,5,2,4,3,1,2,2,2,1,1,2,2,"Female",4,3,3,4,4,4,3,2,4,4,6,6,"Contact",3.5,2,2,3,1.7,3.6,3.4,3.5,1,4,1.7,1.5
"8695",24,"Belgium",6,1,1,1,5,1,5,2,4,3,1,3,2,3,2,1,2,2,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,2.6,2,3,1.7,3.6,3.6,3.6,3,3.66666666666667,1.7,3.5
"8696",21,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Contact",NA,NA,3,3,2.2,NA,NA,NA,7,4,2.2,10.5
"8697",31,"Belgium",4,5,1,1,6,1,5,6,4,5,2,4,1,3,1,2,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,3,"Contact",3.6,3,3,2,1.6,3.6,3.6,3.6,4,5,1.6,10
"8698",28,"Belgium",3,4,4,1,5,4,3,3,3,3,3,3,6,6,3,3,6,5,"Female",1,3,1,2,2,1,3,2,2,2,1,1,"Contact",1.9,3.6,7,2,3.6,1.8,2,1.9,1,3,3.6,0.5
"8699",50,"Belgium",6,5,1,1,6,2,4,4,4,4,5,2,1,1,1,1,1,1,"Female",3,2,3,4,3,3,3,3,4,3,4,3,"Contact",3.1,2.93333333333333,NA,NA,NA,3,3.2,3.1,8,NA,NA,NA
"8700",41,"Belgium",2,2,2,2,4,2,3,3,3,3,2,5,3,3,2,3,3,3,"Female",4,3,2,4,4,4,4,3,4,4,4,2,"Contact",3.6,2.73333333333333,2,2,1.1,3.4,3.8,3.6,7,4,1.1,10.5
"8701",61,"Belgium",3,4,1,1,6,1,6,4,5,2,1,2,3,5,3,3,1,2,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.06666666666667,3,4,2.8,4,4,4,6,4.66666666666667,2.8,13
"8702",34,"Belgium",5,3,1,1,6,1,6,3,6,3,2,4,5,5,5,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,3.8,2,3,1.7,3.8,3.8,3.8,11,5.33333333333333,1.7,31.1666666666667
"8703",27,"Belgium",2,1,1,1,2,1,2,1,5,2,1,2,2,2,3,3,2,2,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2,2,4,2.3,4,4,4,3,4,2.3,4.5
"8704",26,"Belgium",5,5,2,3,4,4,4,3,4,4,1,3,4,4,3,5,4,4,"Female",3,2,2,4,4,3,3,2,4,4,4,3,"Contact",3.1,3.66666666666667,3,4,2.8,3,3.2,3.1,2,2,2.8,-1
"8705",25,"Belgium",3,3,2,1,6,1,2,6,4,3,1,1,3,3,3,3,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.6,3,4,2.8,3.8,3.8,3.8,12,4,2.8,18
"8706",22,"Belgium",5,3,2,1,5,3,3,3,3,4,1,3,2,3,2,2,2,2,"Female",3,3,2,3,3,3,3,2,3,3,4,5,"Contact",2.8,2.8,3,3,2.2,2.8,2.8,2.8,3,4,2.2,4.5
"8707",21,"Belgium",5,3,1,1,5,1,6,4,3,3,3,4,3,3,1,3,2,2,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,3,2,2,1.1,3.6,3.6,3.6,1,3,1.1,0.5
"8708",19,"Belgium",6,5,3,2,6,3,5,5,5,5,5,5,4,4,4,4,3,3,"Female",3,2,3,3,4,2,2,3,3,4,5,4,"Contact",2.9,4.4,2,3,1.7,3,2.8,2.9,1,4,1.7,1.5
"8709",24,"Belgium",5,4,2,2,5,2,5,5,5,5,5,3,2,2,2,4,2,2,"Female",4,4,1,4,4,4,4,1,4,4,5,3,"Contact",3.4,3.53333333333333,3,2,1.6,3.4,3.4,3.4,3,5,1.6,7.5
"8710",22,"Belgium",2,4,1,2,3,3,2,4,2,4,1,4,5,3,4,4,3,4,"Female",4,4,3,4,4,4,3,3,4,4,6,3,"Contact",3.7,2.93333333333333,3,3,2.2,3.8,3.6,3.7,5,4.5,2.2,10
"8711",32,"Belgium",5,5,5,3,5,4,6,5,5,4,4,4,6,5,4,5,4,4,"Female",3,3,2,4,3,3,3,2,4,3,3,4,"Contact",3,4.66666666666667,4,5,3.9,3,3,3,2,4,3.9,3
"8712",23,"Belgium",2,2,1,2,4,1,2,2,2,2,1,1,4,4,2,4,3,4,"Female",4,4,NA,4,4,4,4,NA,4,4,5,4,"Contact",4,2.26666666666667,3,3,2.2,4,4,4,2,3,2.2,1
"8713",25,"Belgium",5,1,1,3,6,1,6,1,6,1,1,4,5,5,2,5,5,5,"Female",4,4,1,4,4,4,4,1,4,4,6,5,"Contact",3.4,3.46666666666667,3,3,2.2,3.4,3.4,3.4,2,4,2.2,3
"8714",36,"Belgium",4,4,1,2,5,3,6,3,4,4,2,3,4,4,4,4,4,4,"Female",3,3,2,4,4,3,3,2,4,4,6,6,"Contact",3.2,3.6,2,3,1.7,3.2,3.2,3.2,12,4,1.7,18
"8715",34,"Belgium",3,2,1,1,4,1,3,1,1,1,1,1,2,3,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.73333333333333,3,2,1.6,4,4,4,5,4,1.6,7.5
"8716",34,"Belgium",2,5,2,1,5,4,5,5,4,5,4,5,NA,4,NA,NA,1,2,"Female",3,3,1,4,3,3,3,1,4,3,5,2,"Contact",2.8,3.83333333333333,3,5,3.4,2.8,2.8,2.8,4,4.33333333333333,3.4,7.33333333333333
"8717",33,"Belgium",5,4,1,2,5,2,6,6,6,3,3,2,4,4,3,3,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,3.53333333333333,3,3,2.2,3.8,3.8,3.8,2,3,2.2,1
"8718",18,"Belgium",2,4,1,1,3,2,5,5,5,4,2,3,5,5,3,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,3.26666666666667,3,3,2.2,3.8,3.8,3.8,4,4,2.2,6
"8719",18,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"Contact",NA,NA,4,4,3.3,NA,NA,NA,8,4,3.3,12
"8720",18,"Belgium",4,3,2,1,5,3,4,4,4,4,4,4,3,3,4,4,2,3,"Female",4,4,3,4,4,3,2,3,3,4,5,4,"Contact",3.4,3.46666666666667,3,2,1.6,3.8,3,3.4,3,4,1.6,4.5
"8721",61,"Belgium",2,1,1,1,6,1,5,1,2,1,1,1,2,3,2,4,3,2,"Female",4,4,3,4,4,4,4,4,4,4,5,5,"Contact",3.9,2.2,2,2,1.1,3.8,4,3.9,4,4,1.1,6
"8722",58,"Belgium",1,1,1,1,6,1,5,4,3,1,1,1,1,1,1,1,1,1,"Female",4,4,NA,4,4,4,4,NA,4,4,6,5,"Contact",4,1.73333333333333,2,3,1.7,4,4,4,4,5,1.7,10
"8723",22,"Belgium",4,3,1,1,4,1,6,2,5,3,4,3,1,1,1,1,1,1,"Female",4,2,3,3,4,4,3,3,4,4,5,5,"Contact",3.4,2.6,2,2,1.1,3.2,3.6,3.4,11,4,1.1,16.5
"8724",69,"Belgium",5,5,1,1,5,1,1,5,4,2,4,4,3,2,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,3,5,5,"Contact",3.7,2.66666666666667,3,4,2.8,3.8,3.6,3.7,3,3,2.8,1.5
"8725",23,"Belgium",5,2,1,1,4,1,2,3,3,3,3,2,3,3,2,2,2,2,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.46666666666667,2,2,1.1,4,4,4,3,4,1.1,4.5
"8726",29,"Belgium",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,6,"Contact",3.6,1,2,2,1.1,3.6,3.6,3.6,6,4,1.1,9
"8727",25,"Belgium",1,1,1,1,4,1,3,1,3,1,1,1,1,1,1,2,2,2,"Female",4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,1.53333333333333,2,2,1.1,3.4,3.4,3.4,2,3.5,1.1,2
"8728",26,"Belgium",6,4,1,1,5,2,6,6,3,2,1,2,5,3,3,3,4,3,"Female",3,3,3,3,3,3,3,3,3,3,5,5,"Contact",3,3.13333333333333,2,3,1.7,3,3,3,3,3.5,1.7,3
"8729",21,"Belgium",4,3,1,1,3,1,2,2,1,1,1,1,2,2,1,1,1,1,"Female",3,3,2,3,3,3,3,3,3,3,5,3,"Contact",2.9,1.66666666666667,4,5,3.9,2.8,3,2.9,5,3.5,3.9,5
"8730",28,"Belgium",4,3,1,3,4,2,3,3,3,3,2,2,4,4,3,4,3,3,"Female",3,3,3,4,3,4,4,4,3,3,5,5,"Contact",3.4,3,3,3,2.2,3.2,3.6,3.4,8,3.5,2.2,8
"8731",27,"Belgium",1,1,1,1,6,1,6,1,4,3,3,3,3,3,1,3,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.66666666666667,3,3,2.2,4,4,4,6,4,2.2,9
"8732",36,"Belgium",2,2,1,1,4,1,6,2,6,1,2,2,2,2,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,5,6,"Contact",3.8,2.26666666666667,2,2,1.1,3.8,3.8,3.8,6,4,1.1,9
"8733",41,"Belgium",4,4,2,2,5,3,3,3,3,5,3,4,3,3,3,3,2,3,"Female",4,4,3,4,4,4,4,4,4,3,5,5,"Contact",3.8,3.33333333333333,2,3,1.7,3.8,3.8,3.8,7,4.5,1.7,14
"8734",24,"Belgium",1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,1.8,2,2,1.1,3.8,3.8,3.8,7,4,1.1,10.5
"8735",40,"Belgium",4,2,1,1,4,1,1,1,1,1,2,1,1,2,2,2,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.73333333333333,2,3,1.7,4,4,4,10,3.33333333333333,1.7,8.33333333333334
"8736",65,"Belgium",4,2,3,2,4,3,6,5,6,2,3,3,4,4,3,4,3,3,"Female",3,4,2,3,3,3,4,3,4,4,5,5,"Contact",3.3,3.53333333333333,2,3,1.7,3,3.6,3.3,2,4,1.7,3
